% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
4.679	1	2	468	10	1	28	2196	0	0	0
4.683	1	1	469	4	2	28	2196	0	0	0
4.684	1	2	469	5	1	28	2196	0	0	0
4.684	2	4	469	5	1	28	2196	0	0	0
4.691	2	4	470	2	1	28	2196	0	0	0
4.714	2	3	472	5	2	28	2196	0	0	0
4.742	2	3	475	3	2	28	2196	0	0	0
4.749	2	3	475	10	2	28	2196	0	0	0
4.763	2	3	477	4	2	28	2196	0	0	0
4.773	2	3	478	4	2	28	2196	0	0	0
4.785	2	3	479	6	2	28	2196	0	0	0
4.826	1	1	483	7	2	28	2196	0	0	0
4.826	2	5	483	7	3	28	2196	0	0	0
4.827	1	2	483	8	1	28	2196	0	0	0
4.827	2	4	483	8	1	28	2196	0	0	0
4.828	2	3	483	9	2	28	2196	0	0	0
4.83	2	4	484	1	1	28	2196	0	0	0
4.833	1	1	484	4	2	28	2196	0	0	0
4.833	2	5	484	4	3	28	2196	0	0	0
4.834	1	2	484	5	1	28	2196	0	0	0
4.834	2	4	484	5	1	28	2196	0	0	0
4.835	2	4	484	6	1	8	389	0	0	0
4.836	2	4	484	7	1	28	2196	0	0	0
4.84	1	1	485	1	2	28	2196	0	0	0
4.84	2	5	485	1	3	28	2196	0	0	0
4.841	1	2	485	2	1	28	2196	0	0	0
4.841	2	4	485	2	1	28	2196	0	0	0
4.847	2	5	485	8	3	28	2196	0	0	0
4.848	1	2	485	9	1	28	2196	0	0	0
4.891	1	2	490	2	1	28	2196	0	0	0
4.932	1	1	494	3	2	28	2196	0	0	0
4.942	1	1	495	3	2	28	2196	0	0	0
4.973	2	4	498	4	1	28	2196	0	0	0
4.976	1	2	498	7	1	28	2196	0	0	0
4.976	2	5	498	7	3	28	2196	0	0	0
4.977	1	1	498	8	2	28	2196	0	0	0
4.977	2	3	498	8	2	28	2196	0	0	0
4.978	1	2	498	9	1	28	2196	0	0	0
4.978	2	4	498	9	1	28	2196	0	0	0
4.983	1	2	499	4	1	28	2196	0	0	0
4.983	2	5	499	4	3	28	2196	0	0	0
4.984	1	1	499	5	2	28	2196	0	0	0
4.984	2	3	499	5	2	28	2196	0	0	0
4.985	1	2	499	6	1	28	2196	0	0	0
4.985	2	4	499	6	1	28	2196	0	0	0
4.99	1	2	500	1	1	28	2196	0	0	0
4.99	2	5	500	1	3	28	2196	0	0	0
4.991	1	1	500	2	2	28	2196	0	0	0
4.991	2	3	500	2	2	28	2196	0	0	0
4.992	1	2	500	3	1	28	2196	0	0	0
4.997	1	2	500	8	1	28	2196	0	0	0
4.998	2	3	500	9	2	28	2196	0	0	0
